#Jurisdiction	Cause	Response Category	Protection Zone	Year	Annee	Juridiction	Data Qualifier	Area (hectares)	Area (hectares) null
Ontario	Forest industry	Modified	Limited	2014	2014	Ontario	u		
Ontario	Forest industry	Modified	Limited	2015	2015	Ontario	u		
Ontario	Forest industry	Modified	Limited	2016	2016	Ontario	u		
Yukon	Forest industry	Modified	Limited	2018	2018	Yukon	u		
Manitoba	Incendiary	Modified	Limited	2006	2006	Manitoba	a	256	256
Manitoba	Incendiary	Modified	Limited	2007	2007	Manitoba	a	0	
Manitoba	Incendiary	Modified	Limited	2008	2008	Manitoba	a	0	
Manitoba	Incendiary	Modified	Limited	2009	2009	Manitoba	a	0	
Manitoba	Incendiary	Modified	Limited	2010	2010	Manitoba	a	0	
Manitoba	Incendiary	Modified	Limited	2011	2011	Manitoba	a	289	289
Manitoba	Incendiary	Modified	Limited	2012	2012	Manitoba	a	0	
Manitoba	Incendiary	Modified	Limited	2013	2013	Manitoba	a	0	
Manitoba	Incendiary	Modified	Limited	2014	2014	Manitoba	a	0	
Manitoba	Incendiary	Modified	Limited	2015	2015	Manitoba	a	0	
Manitoba	Incendiary	Modified	Limited	2016	2016	Manitoba	a	0	
Manitoba	Incendiary	Modified	Limited	2017	2017	Manitoba	a	0	
Manitoba	Incendiary	Modified	Limited	2018	2018	Manitoba	a	0	
Newfoundland and Labrador	Incendiary	Modified	Limited	2006	2006	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Incendiary	Modified	Limited	2007	2007	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Incendiary	Modified	Limited	2008	2008	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Incendiary	Modified	Limited	2009	2009	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Incendiary	Modified	Limited	2010	2010	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Incendiary	Modified	Limited	2011	2011	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Incendiary	Modified	Limited	2012	2012	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Incendiary	Modified	Limited	2013	2013	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Incendiary	Modified	Limited	2014	2014	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Incendiary	Modified	Limited	2015	2015	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Incendiary	Modified	Limited	2016	2016	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Incendiary	Modified	Limited	2017	2017	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Incendiary	Modified	Limited	2018	2018	Terre-Neuve-et-Labrador	a	0	
Northwest Territories	Incendiary	Modified	Limited	2017	2017	Territoires du Nord-Ouest	a	0	
Northwest Territories	Incendiary	Modified	Limited	2019	2019	Territoires du Nord-Ouest	a	0	
Ontario	Incendiary	Modified	Limited	2006	2006	Ontario	a	0	
Ontario	Incendiary	Modified	Limited	2007	2007	Ontario	a	0	
Ontario	Incendiary	Modified	Limited	2008	2008	Ontario	a	0	
Ontario	Incendiary	Modified	Limited	2009	2009	Ontario	a	0	
Ontario	Incendiary	Modified	Limited	2010	2010	Ontario	a	0	
Ontario	Incendiary	Modified	Limited	2012	2012	Ontario	a	0	
Ontario	Incendiary	Modified	Limited	2017	2017	Ontario	a	0	
Ontario	Incendiary	Modified	Limited	2018	2018	Ontario	a	0	
Quebec	Incendiary	Modified	Limited	2006	2006	Quebec	a	0	
Quebec	Incendiary	Modified	Limited	2007	2007	Quebec	a	0	
Quebec	Incendiary	Modified	Limited	2008	2008	Quebec	a	0	
Quebec	Incendiary	Modified	Limited	2009	2009	Quebec	a	0	
Quebec	Incendiary	Modified	Limited	2010	2010	Quebec	a	0	
Quebec	Incendiary	Modified	Limited	2011	2011	Quebec	a	0	
Quebec	Incendiary	Modified	Limited	2012	2012	Quebec	a	0	
Quebec	Incendiary	Modified	Limited	2013	2013	Quebec	a	0	
Quebec	Incendiary	Modified	Limited	2014	2014	Quebec	a	0	
Quebec	Incendiary	Modified	Limited	2015	2015	Quebec	a	0	
Quebec	Incendiary	Modified	Limited	2016	2016	Quebec	a	0	
Quebec	Incendiary	Modified	Limited	2017	2017	Quebec	a	0	
Yukon	Incendiary	Modified	Limited	2006	2006	Yukon	a	0	
Yukon	Incendiary	Modified	Limited	2007	2007	Yukon	a	0	
Yukon	Incendiary	Modified	Limited	2008	2008	Yukon	a	0	
Yukon	Incendiary	Modified	Limited	2009	2009	Yukon	a	0	
Yukon	Incendiary	Modified	Limited	2010	2010	Yukon	a	0	
Yukon	Incendiary	Modified	Limited	2011	2011	Yukon	a	0	
Yukon	Incendiary	Modified	Limited	2012	2012	Yukon	a	0	
Yukon	Incendiary	Modified	Limited	2013	2013	Yukon	a	0	
Yukon	Incendiary	Modified	Limited	2014	2014	Yukon	a	0	
Yukon	Incendiary	Modified	Limited	2015	2015	Yukon	a	0	
Yukon	Incendiary	Modified	Limited	2016	2016	Yukon	a	0	
Yukon	Incendiary	Modified	Limited	2017	2017	Yukon	a	0	
Alberta	Incendiary	Modified	Limited	2006	2006	Alberta	n		
Alberta	Incendiary	Modified	Limited	2007	2007	Alberta	n		
Alberta	Incendiary	Modified	Limited	2008	2008	Alberta	n		
Alberta	Incendiary	Modified	Limited	2009	2009	Alberta	n		
Alberta	Incendiary	Modified	Limited	2010	2010	Alberta	n		
Alberta	Incendiary	Modified	Limited	2011	2011	Alberta	n		
Alberta	Incendiary	Modified	Limited	2012	2012	Alberta	n		
Alberta	Incendiary	Modified	Limited	2013	2013	Alberta	n		
Alberta	Incendiary	Modified	Limited	2014	2014	Alberta	n		
Alberta	Incendiary	Modified	Limited	2015	2015	Alberta	n		
Alberta	Incendiary	Modified	Limited	2016	2016	Alberta	n		
Alberta	Incendiary	Modified	Limited	2017	2017	Alberta	n		
Alberta	Incendiary	Modified	Limited	2018	2018	Alberta	n		
Alberta	Incendiary	Modified	Limited	2019	2019	Alberta	n		
British Columbia	Incendiary	Modified	Limited	2006	2006	Colombie-Britannique	n		
British Columbia	Incendiary	Modified	Limited	2007	2007	Colombie-Britannique	n		
British Columbia	Incendiary	Modified	Limited	2008	2008	Colombie-Britannique	n		
British Columbia	Incendiary	Modified	Limited	2009	2009	Colombie-Britannique	n		
British Columbia	Incendiary	Modified	Limited	2010	2010	Colombie-Britannique	n		
British Columbia	Incendiary	Modified	Limited	2011	2011	Colombie-Britannique	n		
British Columbia	Incendiary	Modified	Limited	2012	2012	Colombie-Britannique	n		
British Columbia	Incendiary	Modified	Limited	2013	2013	Colombie-Britannique	n		
British Columbia	Incendiary	Modified	Limited	2014	2014	Colombie-Britannique	n		
British Columbia	Incendiary	Modified	Limited	2015	2015	Colombie-Britannique	n		
British Columbia	Incendiary	Modified	Limited	2016	2016	Colombie-Britannique	n		
British Columbia	Incendiary	Modified	Limited	2017	2017	Colombie-Britannique	n		
British Columbia	Incendiary	Modified	Limited	2018	2018	Colombie-Britannique	n		
British Columbia	Incendiary	Modified	Limited	2019	2019	Colombie-Britannique	n		
Manitoba	Incendiary	Modified	Limited	2019	2019	Manitoba	n		
New Brunswick	Incendiary	Modified	Limited	2006	2006	Nouveau-Brunswick	n		
New Brunswick	Incendiary	Modified	Limited	2007	2007	Nouveau-Brunswick	n		
New Brunswick	Incendiary	Modified	Limited	2008	2008	Nouveau-Brunswick	n		
New Brunswick	Incendiary	Modified	Limited	2009	2009	Nouveau-Brunswick	n		
New Brunswick	Incendiary	Modified	Limited	2010	2010	Nouveau-Brunswick	n		
New Brunswick	Incendiary	Modified	Limited	2011	2011	Nouveau-Brunswick	n		
New Brunswick	Incendiary	Modified	Limited	2012	2012	Nouveau-Brunswick	n		
New Brunswick	Incendiary	Modified	Limited	2013	2013	Nouveau-Brunswick	n		
New Brunswick	Incendiary	Modified	Limited	2014	2014	Nouveau-Brunswick	n		
New Brunswick	Incendiary	Modified	Limited	2015	2015	Nouveau-Brunswick	n		
New Brunswick	Incendiary	Modified	Limited	2016	2016	Nouveau-Brunswick	n		
New Brunswick	Incendiary	Modified	Limited	2017	2017	Nouveau-Brunswick	n		
New Brunswick	Incendiary	Modified	Limited	2018	2018	Nouveau-Brunswick	n		
New Brunswick	Incendiary	Modified	Limited	2019	2019	Nouveau-Brunswick	n		
Newfoundland and Labrador	Incendiary	Modified	Limited	2019	2019	Terre-Neuve-et-Labrador	n		
Nova Scotia	Incendiary	Modified	Limited	2006	2006	Nouvelle-Ecosse	n		
Nova Scotia	Incendiary	Modified	Limited	2007	2007	Nouvelle-Ecosse	n		
Nova Scotia	Incendiary	Modified	Limited	2008	2008	Nouvelle-Ecosse	n		
Nova Scotia	Incendiary	Modified	Limited	2009	2009	Nouvelle-Ecosse	n		
Nova Scotia	Incendiary	Modified	Limited	2010	2010	Nouvelle-Ecosse	n		
Nova Scotia	Incendiary	Modified	Limited	2011	2011	Nouvelle-Ecosse	n		
Nova Scotia	Incendiary	Modified	Limited	2012	2012	Nouvelle-Ecosse	n		
Nova Scotia	Incendiary	Modified	Limited	2013	2013	Nouvelle-Ecosse	n		
Nova Scotia	Incendiary	Modified	Limited	2014	2014	Nouvelle-Ecosse	n		
Nova Scotia	Incendiary	Modified	Limited	2015	2015	Nouvelle-Ecosse	n		
Nova Scotia	Incendiary	Modified	Limited	2016	2016	Nouvelle-Ecosse	n		
Nova Scotia	Incendiary	Modified	Limited	2017	2017	Nouvelle-Ecosse	n		
Nova Scotia	Incendiary	Modified	Limited	2018	2018	Nouvelle-Ecosse	n		
Nova Scotia	Incendiary	Modified	Limited	2019	2019	Nouvelle-Ecosse	n		
Northwest Territories	Incendiary	Modified	Limited	2006	2006	Territoires du Nord-Ouest	n		
Northwest Territories	Incendiary	Modified	Limited	2007	2007	Territoires du Nord-Ouest	n		
Northwest Territories	Incendiary	Modified	Limited	2008	2008	Territoires du Nord-Ouest	n		
Northwest Territories	Incendiary	Modified	Limited	2009	2009	Territoires du Nord-Ouest	n		
Northwest Territories	Incendiary	Modified	Limited	2010	2010	Territoires du Nord-Ouest	n		
Northwest Territories	Incendiary	Modified	Limited	2011	2011	Territoires du Nord-Ouest	n		
Northwest Territories	Incendiary	Modified	Limited	2012	2012	Territoires du Nord-Ouest	n		
Northwest Territories	Incendiary	Modified	Limited	2013	2013	Territoires du Nord-Ouest	n		
Northwest Territories	Incendiary	Modified	Limited	2014	2014	Territoires du Nord-Ouest	n		
Northwest Territories	Incendiary	Modified	Limited	2015	2015	Territoires du Nord-Ouest	n		
Northwest Territories	Incendiary	Modified	Limited	2016	2016	Territoires du Nord-Ouest	n		
Northwest Territories	Incendiary	Modified	Limited	2018	2018	Territoires du Nord-Ouest	n		
Ontario	Incendiary	Modified	Limited	2019	2019	Ontario	n		
Prince Edward Island	Incendiary	Modified	Limited	2006	2006	Ile-du-Prince-Edouard	n		
Prince Edward Island	Incendiary	Modified	Limited	2007	2007	Ile-du-Prince-Edouard	n		
Prince Edward Island	Incendiary	Modified	Limited	2008	2008	Ile-du-Prince-Edouard	n		
Prince Edward Island	Incendiary	Modified	Limited	2009	2009	Ile-du-Prince-Edouard	n		
Prince Edward Island	Incendiary	Modified	Limited	2010	2010	Ile-du-Prince-Edouard	n		
Prince Edward Island	Incendiary	Modified	Limited	2011	2011	Ile-du-Prince-Edouard	n		
Prince Edward Island	Incendiary	Modified	Limited	2012	2012	Ile-du-Prince-Edouard	n		
Prince Edward Island	Incendiary	Modified	Limited	2013	2013	Ile-du-Prince-Edouard	n		
Prince Edward Island	Incendiary	Modified	Limited	2014	2014	Ile-du-Prince-Edouard	n		
Prince Edward Island	Incendiary	Modified	Limited	2015	2015	Ile-du-Prince-Edouard	n		
Prince Edward Island	Incendiary	Modified	Limited	2016	2016	Ile-du-Prince-Edouard	n		
Prince Edward Island	Incendiary	Modified	Limited	2017	2017	Ile-du-Prince-Edouard	n		
Prince Edward Island	Incendiary	Modified	Limited	2018	2018	Ile-du-Prince-Edouard	n		
Prince Edward Island	Incendiary	Modified	Limited	2019	2019	Ile-du-Prince-Edouard	n		
Quebec	Incendiary	Modified	Limited	2018	2018	Quebec	n		
Quebec	Incendiary	Modified	Limited	2019	2019	Quebec	n		
Saskatchewan	Incendiary	Modified	Limited	2006	2006	Saskatchewan	n		
Saskatchewan	Incendiary	Modified	Limited	2007	2007	Saskatchewan	n		
Saskatchewan	Incendiary	Modified	Limited	2008	2008	Saskatchewan	n		
Saskatchewan	Incendiary	Modified	Limited	2009	2009	Saskatchewan	n		
Saskatchewan	Incendiary	Modified	Limited	2010	2010	Saskatchewan	n		
Saskatchewan	Incendiary	Modified	Limited	2011	2011	Saskatchewan	n		
Saskatchewan	Incendiary	Modified	Limited	2012	2012	Saskatchewan	n		
Saskatchewan	Incendiary	Modified	Limited	2013	2013	Saskatchewan	n		
Saskatchewan	Incendiary	Modified	Limited	2014	2014	Saskatchewan	n		
Saskatchewan	Incendiary	Modified	Limited	2015	2015	Saskatchewan	n		
Saskatchewan	Incendiary	Modified	Limited	2016	2016	Saskatchewan	n		
Saskatchewan	Incendiary	Modified	Limited	2017	2017	Saskatchewan	n		
Saskatchewan	Incendiary	Modified	Limited	2018	2018	Saskatchewan	n		
Saskatchewan	Incendiary	Modified	Limited	2019	2019	Saskatchewan	n		
Yukon	Incendiary	Modified	Limited	2019	2019	Yukon	n		
National parks	Incendiary	Modified	Limited	2006	2006	Parcs nationaux	u		
National parks	Incendiary	Modified	Limited	2007	2007	Parcs nationaux	u		
National parks	Incendiary	Modified	Limited	2008	2008	Parcs nationaux	u		
National parks	Incendiary	Modified	Limited	2009	2009	Parcs nationaux	u		
National parks	Incendiary	Modified	Limited	2010	2010	Parcs nationaux	u		
National parks	Incendiary	Modified	Limited	2011	2011	Parcs nationaux	u		
National parks	Incendiary	Modified	Limited	2012	2012	Parcs nationaux	u		
National parks	Incendiary	Modified	Limited	2013	2013	Parcs nationaux	u		
National parks	Incendiary	Modified	Limited	2014	2014	Parcs nationaux	u		
National parks	Incendiary	Modified	Limited	2015	2015	Parcs nationaux	u		
National parks	Incendiary	Modified	Limited	2016	2016	Parcs nationaux	u		
National parks	Incendiary	Modified	Limited	2017	2017	Parcs nationaux	u		
National parks	Incendiary	Modified	Limited	2018	2018	Parcs nationaux	u		
National parks	Incendiary	Modified	Limited	2019	2019	Parcs nationaux	u		
Ontario	Incendiary	Modified	Limited	2011	2011	Ontario	u		
Ontario	Incendiary	Modified	Limited	2013	2013	Ontario	u		
Ontario	Incendiary	Modified	Limited	2014	2014	Ontario	u		
Ontario	Incendiary	Modified	Limited	2015	2015	Ontario	u		
Ontario	Incendiary	Modified	Limited	2016	2016	Ontario	u		
Yukon	Incendiary	Modified	Limited	2018	2018	Yukon	u		
Manitoba	Lightning	Modified	Limited	2006	2006	Manitoba	a	0	
Manitoba	Lightning	Modified	Limited	2007	2007	Manitoba	a	47477	47477
Manitoba	Lightning	Modified	Limited	2008	2008	Manitoba	a	36694	36694
Manitoba	Lightning	Modified	Limited	2009	2009	Manitoba	a	0	
Manitoba	Lightning	Modified	Limited	2010	2010	Manitoba	a	34096	34096
Manitoba	Lightning	Modified	Limited	2011	2011	Manitoba	a	584	584
Manitoba	Lightning	Modified	Limited	2012	2012	Manitoba	a	74537	74537
Manitoba	Lightning	Modified	Limited	2013	2013	Manitoba	a	544371	544371
Manitoba	Lightning	Modified	Limited	2014	2014	Manitoba	a	33611	33611
Manitoba	Lightning	Modified	Limited	2015	2015	Manitoba	a	20813	20813
Manitoba	Lightning	Modified	Limited	2016	2016	Manitoba	a	9288	9288
Manitoba	Lightning	Modified	Limited	2017	2017	Manitoba	a	108020	108020
Manitoba	Lightning	Modified	Limited	2018	2018	Manitoba	a	20436	20436
Newfoundland and Labrador	Lightning	Modified	Limited	2006	2006	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Lightning	Modified	Limited	2007	2007	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Lightning	Modified	Limited	2008	2008	Terre-Neuve-et-Labrador	a	1159	1159
Newfoundland and Labrador	Lightning	Modified	Limited	2009	2009	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Lightning	Modified	Limited	2010	2010	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Lightning	Modified	Limited	2011	2011	Terre-Neuve-et-Labrador	a	14	14
Newfoundland and Labrador	Lightning	Modified	Limited	2012	2012	Terre-Neuve-et-Labrador	a	4618	4618
Newfoundland and Labrador	Lightning	Modified	Limited	2013	2013	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Lightning	Modified	Limited	2014	2014	Terre-Neuve-et-Labrador	a	5119	5119
Newfoundland and Labrador	Lightning	Modified	Limited	2015	2015	Terre-Neuve-et-Labrador	a	1044	1044
Newfoundland and Labrador	Lightning	Modified	Limited	2016	2016	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Lightning	Modified	Limited	2017	2017	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Lightning	Modified	Limited	2018	2018	Terre-Neuve-et-Labrador	a	40	40
Northwest Territories	Lightning	Modified	Limited	2017	2017	Territoires du Nord-Ouest	a	0	
Northwest Territories	Lightning	Modified	Limited	2019	2019	Territoires du Nord-Ouest	a	0	
Ontario	Lightning	Modified	Limited	2006	2006	Ontario	a	8438	8438
Ontario	Lightning	Modified	Limited	2007	2007	Ontario	a	0	
Ontario	Lightning	Modified	Limited	2008	2008	Ontario	a	0	
Ontario	Lightning	Modified	Limited	2010	2010	Ontario	a	410	410
Ontario	Lightning	Modified	Limited	2011	2011	Ontario	a	9493	9493
Ontario	Lightning	Modified	Limited	2012	2012	Ontario	a	341	341
Ontario	Lightning	Modified	Limited	2013	2013	Ontario	a	1307	1307
Ontario	Lightning	Modified	Limited	2015	2015	Ontario	a	1547	1547
Ontario	Lightning	Modified	Limited	2016	2016	Ontario	a	147	147
Ontario	Lightning	Modified	Limited	2017	2017	Ontario	a	0	
Ontario	Lightning	Modified	Limited	2018	2018	Ontario	a	4554	4554
Quebec	Lightning	Modified	Limited	2006	2006	Quebec	a	0	
Quebec	Lightning	Modified	Limited	2007	2007	Quebec	a	0	
Quebec	Lightning	Modified	Limited	2008	2008	Quebec	a	0	
Quebec	Lightning	Modified	Limited	2009	2009	Quebec	a	0	
Quebec	Lightning	Modified	Limited	2010	2010	Quebec	a	0	
Quebec	Lightning	Modified	Limited	2011	2011	Quebec	a	0	
Quebec	Lightning	Modified	Limited	2012	2012	Quebec	a	0	
Quebec	Lightning	Modified	Limited	2013	2013	Quebec	a	0	
Quebec	Lightning	Modified	Limited	2014	2014	Quebec	a	0	
Quebec	Lightning	Modified	Limited	2015	2015	Quebec	a	0	
Quebec	Lightning	Modified	Limited	2016	2016	Quebec	a	0	
Quebec	Lightning	Modified	Limited	2017	2017	Quebec	a	0	
Yukon	Lightning	Modified	Limited	2006	2006	Yukon	a	0	
Yukon	Lightning	Modified	Limited	2007	2007	Yukon	a	0	
Yukon	Lightning	Modified	Limited	2008	2008	Yukon	a	0	
Yukon	Lightning	Modified	Limited	2009	2009	Yukon	a	0	
Yukon	Lightning	Modified	Limited	2010	2010	Yukon	a	0	
Yukon	Lightning	Modified	Limited	2011	2011	Yukon	a	0	
Yukon	Lightning	Modified	Limited	2012	2012	Yukon	a	0	
Yukon	Lightning	Modified	Limited	2013	2013	Yukon	a	0	
Yukon	Lightning	Modified	Limited	2014	2014	Yukon	a	0	
Yukon	Lightning	Modified	Limited	2015	2015	Yukon	a	0	
Yukon	Lightning	Modified	Limited	2016	2016	Yukon	a	0	
Yukon	Lightning	Modified	Limited	2017	2017	Yukon	a	0	
Alberta	Lightning	Modified	Limited	2006	2006	Alberta	n		
Alberta	Lightning	Modified	Limited	2007	2007	Alberta	n		
Alberta	Lightning	Modified	Limited	2008	2008	Alberta	n		
Alberta	Lightning	Modified	Limited	2009	2009	Alberta	n		
Alberta	Lightning	Modified	Limited	2010	2010	Alberta	n		
Alberta	Lightning	Modified	Limited	2011	2011	Alberta	n		
Alberta	Lightning	Modified	Limited	2012	2012	Alberta	n		
Alberta	Lightning	Modified	Limited	2013	2013	Alberta	n		
Alberta	Lightning	Modified	Limited	2014	2014	Alberta	n		
Alberta	Lightning	Modified	Limited	2015	2015	Alberta	n		
Alberta	Lightning	Modified	Limited	2016	2016	Alberta	n		
Alberta	Lightning	Modified	Limited	2017	2017	Alberta	n		
Alberta	Lightning	Modified	Limited	2018	2018	Alberta	n		
Alberta	Lightning	Modified	Limited	2019	2019	Alberta	n		
British Columbia	Lightning	Modified	Limited	2006	2006	Colombie-Britannique	n		
British Columbia	Lightning	Modified	Limited	2007	2007	Colombie-Britannique	n		
British Columbia	Lightning	Modified	Limited	2008	2008	Colombie-Britannique	n		
British Columbia	Lightning	Modified	Limited	2009	2009	Colombie-Britannique	n		
British Columbia	Lightning	Modified	Limited	2010	2010	Colombie-Britannique	n		
British Columbia	Lightning	Modified	Limited	2011	2011	Colombie-Britannique	n		
British Columbia	Lightning	Modified	Limited	2012	2012	Colombie-Britannique	n		
British Columbia	Lightning	Modified	Limited	2013	2013	Colombie-Britannique	n		
British Columbia	Lightning	Modified	Limited	2014	2014	Colombie-Britannique	n		
British Columbia	Lightning	Modified	Limited	2015	2015	Colombie-Britannique	n		
British Columbia	Lightning	Modified	Limited	2016	2016	Colombie-Britannique	n		
British Columbia	Lightning	Modified	Limited	2017	2017	Colombie-Britannique	n		
British Columbia	Lightning	Modified	Limited	2018	2018	Colombie-Britannique	n		
British Columbia	Lightning	Modified	Limited	2019	2019	Colombie-Britannique	n		
Manitoba	Lightning	Modified	Limited	2019	2019	Manitoba	n		
New Brunswick	Lightning	Modified	Limited	2006	2006	Nouveau-Brunswick	n		
New Brunswick	Lightning	Modified	Limited	2007	2007	Nouveau-Brunswick	n		
New Brunswick	Lightning	Modified	Limited	2008	2008	Nouveau-Brunswick	n		
New Brunswick	Lightning	Modified	Limited	2009	2009	Nouveau-Brunswick	n		
New Brunswick	Lightning	Modified	Limited	2010	2010	Nouveau-Brunswick	n		
New Brunswick	Lightning	Modified	Limited	2011	2011	Nouveau-Brunswick	n		
New Brunswick	Lightning	Modified	Limited	2012	2012	Nouveau-Brunswick	n		
New Brunswick	Lightning	Modified	Limited	2013	2013	Nouveau-Brunswick	n		
New Brunswick	Lightning	Modified	Limited	2014	2014	Nouveau-Brunswick	n		
New Brunswick	Lightning	Modified	Limited	2015	2015	Nouveau-Brunswick	n		
New Brunswick	Lightning	Modified	Limited	2016	2016	Nouveau-Brunswick	n		
New Brunswick	Lightning	Modified	Limited	2017	2017	Nouveau-Brunswick	n		
New Brunswick	Lightning	Modified	Limited	2018	2018	Nouveau-Brunswick	n		
New Brunswick	Lightning	Modified	Limited	2019	2019	Nouveau-Brunswick	n		
Newfoundland and Labrador	Lightning	Modified	Limited	2019	2019	Terre-Neuve-et-Labrador	n		
Nova Scotia	Lightning	Modified	Limited	2006	2006	Nouvelle-Ecosse	n		
Nova Scotia	Lightning	Modified	Limited	2007	2007	Nouvelle-Ecosse	n		
Nova Scotia	Lightning	Modified	Limited	2008	2008	Nouvelle-Ecosse	n		
Nova Scotia	Lightning	Modified	Limited	2009	2009	Nouvelle-Ecosse	n		
Nova Scotia	Lightning	Modified	Limited	2010	2010	Nouvelle-Ecosse	n		
Nova Scotia	Lightning	Modified	Limited	2011	2011	Nouvelle-Ecosse	n		
Nova Scotia	Lightning	Modified	Limited	2012	2012	Nouvelle-Ecosse	n		
Nova Scotia	Lightning	Modified	Limited	2013	2013	Nouvelle-Ecosse	n		
Nova Scotia	Lightning	Modified	Limited	2014	2014	Nouvelle-Ecosse	n		
Nova Scotia	Lightning	Modified	Limited	2015	2015	Nouvelle-Ecosse	n		
Nova Scotia	Lightning	Modified	Limited	2016	2016	Nouvelle-Ecosse	n		
Nova Scotia	Lightning	Modified	Limited	2017	2017	Nouvelle-Ecosse	n		
Nova Scotia	Lightning	Modified	Limited	2018	2018	Nouvelle-Ecosse	n		
Nova Scotia	Lightning	Modified	Limited	2019	2019	Nouvelle-Ecosse	n		
Northwest Territories	Lightning	Modified	Limited	2006	2006	Territoires du Nord-Ouest	n		
Northwest Territories	Lightning	Modified	Limited	2007	2007	Territoires du Nord-Ouest	n		
Northwest Territories	Lightning	Modified	Limited	2008	2008	Territoires du Nord-Ouest	n		
Northwest Territories	Lightning	Modified	Limited	2009	2009	Territoires du Nord-Ouest	n		
Northwest Territories	Lightning	Modified	Limited	2010	2010	Territoires du Nord-Ouest	n		
Northwest Territories	Lightning	Modified	Limited	2011	2011	Territoires du Nord-Ouest	n		
Northwest Territories	Lightning	Modified	Limited	2012	2012	Territoires du Nord-Ouest	n		
Northwest Territories	Lightning	Modified	Limited	2013	2013	Territoires du Nord-Ouest	n		
Northwest Territories	Lightning	Modified	Limited	2014	2014	Territoires du Nord-Ouest	n		
Northwest Territories	Lightning	Modified	Limited	2015	2015	Territoires du Nord-Ouest	n		
Northwest Territories	Lightning	Modified	Limited	2016	2016	Territoires du Nord-Ouest	n		
Northwest Territories	Lightning	Modified	Limited	2018	2018	Territoires du Nord-Ouest	n		
Ontario	Lightning	Modified	Limited	2019	2019	Ontario	n		
Prince Edward Island	Lightning	Modified	Limited	2006	2006	Ile-du-Prince-Edouard	n		
Prince Edward Island	Lightning	Modified	Limited	2007	2007	Ile-du-Prince-Edouard	n		
Prince Edward Island	Lightning	Modified	Limited	2008	2008	Ile-du-Prince-Edouard	n		
Prince Edward Island	Lightning	Modified	Limited	2009	2009	Ile-du-Prince-Edouard	n		
Prince Edward Island	Lightning	Modified	Limited	2010	2010	Ile-du-Prince-Edouard	n		
Prince Edward Island	Lightning	Modified	Limited	2011	2011	Ile-du-Prince-Edouard	n		
Prince Edward Island	Lightning	Modified	Limited	2012	2012	Ile-du-Prince-Edouard	n		
Prince Edward Island	Lightning	Modified	Limited	2013	2013	Ile-du-Prince-Edouard	n		
Prince Edward Island	Lightning	Modified	Limited	2014	2014	Ile-du-Prince-Edouard	n		
Prince Edward Island	Lightning	Modified	Limited	2015	2015	Ile-du-Prince-Edouard	n		
Prince Edward Island	Lightning	Modified	Limited	2016	2016	Ile-du-Prince-Edouard	n		
Prince Edward Island	Lightning	Modified	Limited	2017	2017	Ile-du-Prince-Edouard	n		
Prince Edward Island	Lightning	Modified	Limited	2018	2018	Ile-du-Prince-Edouard	n		
Prince Edward Island	Lightning	Modified	Limited	2019	2019	Ile-du-Prince-Edouard	n		
Quebec	Lightning	Modified	Limited	2018	2018	Quebec	n		
Quebec	Lightning	Modified	Limited	2019	2019	Quebec	n		
Saskatchewan	Lightning	Modified	Limited	2006	2006	Saskatchewan	n		
Saskatchewan	Lightning	Modified	Limited	2007	2007	Saskatchewan	n		
Saskatchewan	Lightning	Modified	Limited	2008	2008	Saskatchewan	n		
Saskatchewan	Lightning	Modified	Limited	2009	2009	Saskatchewan	n		
Saskatchewan	Lightning	Modified	Limited	2010	2010	Saskatchewan	n		
Saskatchewan	Lightning	Modified	Limited	2011	2011	Saskatchewan	n		
Saskatchewan	Lightning	Modified	Limited	2012	2012	Saskatchewan	n		
Saskatchewan	Lightning	Modified	Limited	2013	2013	Saskatchewan	n		
Saskatchewan	Lightning	Modified	Limited	2014	2014	Saskatchewan	n		
Saskatchewan	Lightning	Modified	Limited	2015	2015	Saskatchewan	n		
Saskatchewan	Lightning	Modified	Limited	2016	2016	Saskatchewan	n		
Saskatchewan	Lightning	Modified	Limited	2017	2017	Saskatchewan	n		
Saskatchewan	Lightning	Modified	Limited	2018	2018	Saskatchewan	n		
Saskatchewan	Lightning	Modified	Limited	2019	2019	Saskatchewan	n		
