#Jurisdiction	Cause	Response Category	Protection Zone	Year	Annee	Juridiction	Data Qualifier	Area (hectares)	Area (hectares) null
Yukon	Lightning	Modified	Limited	2019	2019	Yukon	n		
Ontario	Lightning	Modified	Limited	2009	2009	Ontario	s		
National parks	Lightning	Modified	Limited	2006	2006	Parcs nationaux	u		
National parks	Lightning	Modified	Limited	2007	2007	Parcs nationaux	u		
National parks	Lightning	Modified	Limited	2008	2008	Parcs nationaux	u		
National parks	Lightning	Modified	Limited	2009	2009	Parcs nationaux	u		
National parks	Lightning	Modified	Limited	2010	2010	Parcs nationaux	u		
National parks	Lightning	Modified	Limited	2011	2011	Parcs nationaux	u		
National parks	Lightning	Modified	Limited	2012	2012	Parcs nationaux	u		
National parks	Lightning	Modified	Limited	2013	2013	Parcs nationaux	u		
National parks	Lightning	Modified	Limited	2014	2014	Parcs nationaux	u		
National parks	Lightning	Modified	Limited	2015	2015	Parcs nationaux	u		
National parks	Lightning	Modified	Limited	2016	2016	Parcs nationaux	u		
National parks	Lightning	Modified	Limited	2017	2017	Parcs nationaux	u		
National parks	Lightning	Modified	Limited	2018	2018	Parcs nationaux	u		
National parks	Lightning	Modified	Limited	2019	2019	Parcs nationaux	u		
Ontario	Lightning	Modified	Limited	2014	2014	Ontario	u		
Yukon	Lightning	Modified	Limited	2018	2018	Yukon	u		
Manitoba	Miscellaneous known causes	Modified	Limited	2006	2006	Manitoba	a	0	
Manitoba	Miscellaneous known causes	Modified	Limited	2007	2007	Manitoba	a	0	
Manitoba	Miscellaneous known causes	Modified	Limited	2008	2008	Manitoba	a	2178	2178
Manitoba	Miscellaneous known causes	Modified	Limited	2009	2009	Manitoba	a	0	
Manitoba	Miscellaneous known causes	Modified	Limited	2010	2010	Manitoba	a	0	
Manitoba	Miscellaneous known causes	Modified	Limited	2011	2011	Manitoba	a	3331	3331
Manitoba	Miscellaneous known causes	Modified	Limited	2012	2012	Manitoba	a	0	
Manitoba	Miscellaneous known causes	Modified	Limited	2013	2013	Manitoba	a	0	
Manitoba	Miscellaneous known causes	Modified	Limited	2014	2014	Manitoba	a	0	
Manitoba	Miscellaneous known causes	Modified	Limited	2015	2015	Manitoba	a	0	
Manitoba	Miscellaneous known causes	Modified	Limited	2016	2016	Manitoba	a	0	
Manitoba	Miscellaneous known causes	Modified	Limited	2017	2017	Manitoba	a	0	
Manitoba	Miscellaneous known causes	Modified	Limited	2018	2018	Manitoba	a	0	
Newfoundland and Labrador	Miscellaneous known causes	Modified	Limited	2006	2006	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Miscellaneous known causes	Modified	Limited	2007	2007	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Miscellaneous known causes	Modified	Limited	2008	2008	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Miscellaneous known causes	Modified	Limited	2009	2009	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Miscellaneous known causes	Modified	Limited	2010	2010	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Miscellaneous known causes	Modified	Limited	2011	2011	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Miscellaneous known causes	Modified	Limited	2012	2012	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Miscellaneous known causes	Modified	Limited	2013	2013	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Miscellaneous known causes	Modified	Limited	2014	2014	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Miscellaneous known causes	Modified	Limited	2015	2015	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Miscellaneous known causes	Modified	Limited	2016	2016	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Miscellaneous known causes	Modified	Limited	2017	2017	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Miscellaneous known causes	Modified	Limited	2018	2018	Terre-Neuve-et-Labrador	a	0	
Northwest Territories	Miscellaneous known causes	Modified	Limited	2017	2017	Territoires du Nord-Ouest	a	0	
Northwest Territories	Miscellaneous known causes	Modified	Limited	2019	2019	Territoires du Nord-Ouest	a	0	
Ontario	Miscellaneous known causes	Modified	Limited	2006	2006	Ontario	a	0	
Ontario	Miscellaneous known causes	Modified	Limited	2007	2007	Ontario	a	0	
Ontario	Miscellaneous known causes	Modified	Limited	2008	2008	Ontario	a	0	
Ontario	Miscellaneous known causes	Modified	Limited	2009	2009	Ontario	a	0	
Ontario	Miscellaneous known causes	Modified	Limited	2012	2012	Ontario	a	0	
Ontario	Miscellaneous known causes	Modified	Limited	2015	2015	Ontario	a	1	1
Ontario	Miscellaneous known causes	Modified	Limited	2017	2017	Ontario	a	1	1
Quebec	Miscellaneous known causes	Modified	Limited	2006	2006	Quebec	a	0	
Quebec	Miscellaneous known causes	Modified	Limited	2007	2007	Quebec	a	0	
Quebec	Miscellaneous known causes	Modified	Limited	2008	2008	Quebec	a	0	
Quebec	Miscellaneous known causes	Modified	Limited	2009	2009	Quebec	a	0	
Quebec	Miscellaneous known causes	Modified	Limited	2010	2010	Quebec	a	0	
Quebec	Miscellaneous known causes	Modified	Limited	2011	2011	Quebec	a	0	
Quebec	Miscellaneous known causes	Modified	Limited	2012	2012	Quebec	a	0	
Quebec	Miscellaneous known causes	Modified	Limited	2013	2013	Quebec	a	0	
Quebec	Miscellaneous known causes	Modified	Limited	2014	2014	Quebec	a	0	
Quebec	Miscellaneous known causes	Modified	Limited	2015	2015	Quebec	a	0	
Quebec	Miscellaneous known causes	Modified	Limited	2016	2016	Quebec	a	0	
Quebec	Miscellaneous known causes	Modified	Limited	2017	2017	Quebec	a	0	
Yukon	Miscellaneous known causes	Modified	Limited	2006	2006	Yukon	a	0	
Yukon	Miscellaneous known causes	Modified	Limited	2007	2007	Yukon	a	0	
Yukon	Miscellaneous known causes	Modified	Limited	2008	2008	Yukon	a	0	
Yukon	Miscellaneous known causes	Modified	Limited	2009	2009	Yukon	a	0	
Yukon	Miscellaneous known causes	Modified	Limited	2010	2010	Yukon	a	0	
Yukon	Miscellaneous known causes	Modified	Limited	2011	2011	Yukon	a	0	
Yukon	Miscellaneous known causes	Modified	Limited	2012	2012	Yukon	a	0	
Yukon	Miscellaneous known causes	Modified	Limited	2013	2013	Yukon	a	0	
Yukon	Miscellaneous known causes	Modified	Limited	2014	2014	Yukon	a	0	
Yukon	Miscellaneous known causes	Modified	Limited	2015	2015	Yukon	a	0	
Yukon	Miscellaneous known causes	Modified	Limited	2016	2016	Yukon	a	0	
Yukon	Miscellaneous known causes	Modified	Limited	2017	2017	Yukon	a	0	
Alberta	Miscellaneous known causes	Modified	Limited	2006	2006	Alberta	n		
Alberta	Miscellaneous known causes	Modified	Limited	2007	2007	Alberta	n		
Alberta	Miscellaneous known causes	Modified	Limited	2008	2008	Alberta	n		
Alberta	Miscellaneous known causes	Modified	Limited	2009	2009	Alberta	n		
Alberta	Miscellaneous known causes	Modified	Limited	2010	2010	Alberta	n		
Alberta	Miscellaneous known causes	Modified	Limited	2011	2011	Alberta	n		
Alberta	Miscellaneous known causes	Modified	Limited	2012	2012	Alberta	n		
Alberta	Miscellaneous known causes	Modified	Limited	2013	2013	Alberta	n		
Alberta	Miscellaneous known causes	Modified	Limited	2014	2014	Alberta	n		
Alberta	Miscellaneous known causes	Modified	Limited	2015	2015	Alberta	n		
Alberta	Miscellaneous known causes	Modified	Limited	2016	2016	Alberta	n		
Alberta	Miscellaneous known causes	Modified	Limited	2017	2017	Alberta	n		
Alberta	Miscellaneous known causes	Modified	Limited	2018	2018	Alberta	n		
Alberta	Miscellaneous known causes	Modified	Limited	2019	2019	Alberta	n		
British Columbia	Miscellaneous known causes	Modified	Limited	2006	2006	Colombie-Britannique	n		
British Columbia	Miscellaneous known causes	Modified	Limited	2007	2007	Colombie-Britannique	n		
British Columbia	Miscellaneous known causes	Modified	Limited	2008	2008	Colombie-Britannique	n		
British Columbia	Miscellaneous known causes	Modified	Limited	2009	2009	Colombie-Britannique	n		
British Columbia	Miscellaneous known causes	Modified	Limited	2010	2010	Colombie-Britannique	n		
British Columbia	Miscellaneous known causes	Modified	Limited	2011	2011	Colombie-Britannique	n		
British Columbia	Miscellaneous known causes	Modified	Limited	2012	2012	Colombie-Britannique	n		
British Columbia	Miscellaneous known causes	Modified	Limited	2013	2013	Colombie-Britannique	n		
British Columbia	Miscellaneous known causes	Modified	Limited	2014	2014	Colombie-Britannique	n		
British Columbia	Miscellaneous known causes	Modified	Limited	2015	2015	Colombie-Britannique	n		
British Columbia	Miscellaneous known causes	Modified	Limited	2016	2016	Colombie-Britannique	n		
British Columbia	Miscellaneous known causes	Modified	Limited	2017	2017	Colombie-Britannique	n		
British Columbia	Miscellaneous known causes	Modified	Limited	2018	2018	Colombie-Britannique	n		
British Columbia	Miscellaneous known causes	Modified	Limited	2019	2019	Colombie-Britannique	n		
Manitoba	Miscellaneous known causes	Modified	Limited	2019	2019	Manitoba	n		
New Brunswick	Miscellaneous known causes	Modified	Limited	2006	2006	Nouveau-Brunswick	n		
New Brunswick	Miscellaneous known causes	Modified	Limited	2007	2007	Nouveau-Brunswick	n		
New Brunswick	Miscellaneous known causes	Modified	Limited	2008	2008	Nouveau-Brunswick	n		
New Brunswick	Miscellaneous known causes	Modified	Limited	2009	2009	Nouveau-Brunswick	n		
New Brunswick	Miscellaneous known causes	Modified	Limited	2010	2010	Nouveau-Brunswick	n		
New Brunswick	Miscellaneous known causes	Modified	Limited	2011	2011	Nouveau-Brunswick	n		
New Brunswick	Miscellaneous known causes	Modified	Limited	2012	2012	Nouveau-Brunswick	n		
New Brunswick	Miscellaneous known causes	Modified	Limited	2013	2013	Nouveau-Brunswick	n		
New Brunswick	Miscellaneous known causes	Modified	Limited	2014	2014	Nouveau-Brunswick	n		
New Brunswick	Miscellaneous known causes	Modified	Limited	2015	2015	Nouveau-Brunswick	n		
New Brunswick	Miscellaneous known causes	Modified	Limited	2016	2016	Nouveau-Brunswick	n		
New Brunswick	Miscellaneous known causes	Modified	Limited	2017	2017	Nouveau-Brunswick	n		
New Brunswick	Miscellaneous known causes	Modified	Limited	2018	2018	Nouveau-Brunswick	n		
New Brunswick	Miscellaneous known causes	Modified	Limited	2019	2019	Nouveau-Brunswick	n		
Newfoundland and Labrador	Miscellaneous known causes	Modified	Limited	2019	2019	Terre-Neuve-et-Labrador	n		
Nova Scotia	Miscellaneous known causes	Modified	Limited	2006	2006	Nouvelle-Ecosse	n		
Nova Scotia	Miscellaneous known causes	Modified	Limited	2007	2007	Nouvelle-Ecosse	n		
Nova Scotia	Miscellaneous known causes	Modified	Limited	2008	2008	Nouvelle-Ecosse	n		
Nova Scotia	Miscellaneous known causes	Modified	Limited	2009	2009	Nouvelle-Ecosse	n		
Nova Scotia	Miscellaneous known causes	Modified	Limited	2010	2010	Nouvelle-Ecosse	n		
Nova Scotia	Miscellaneous known causes	Modified	Limited	2011	2011	Nouvelle-Ecosse	n		
Nova Scotia	Miscellaneous known causes	Modified	Limited	2012	2012	Nouvelle-Ecosse	n		
Nova Scotia	Miscellaneous known causes	Modified	Limited	2013	2013	Nouvelle-Ecosse	n		
Nova Scotia	Miscellaneous known causes	Modified	Limited	2014	2014	Nouvelle-Ecosse	n		
Nova Scotia	Miscellaneous known causes	Modified	Limited	2015	2015	Nouvelle-Ecosse	n		
Nova Scotia	Miscellaneous known causes	Modified	Limited	2016	2016	Nouvelle-Ecosse	n		
Nova Scotia	Miscellaneous known causes	Modified	Limited	2017	2017	Nouvelle-Ecosse	n		
Nova Scotia	Miscellaneous known causes	Modified	Limited	2018	2018	Nouvelle-Ecosse	n		
Nova Scotia	Miscellaneous known causes	Modified	Limited	2019	2019	Nouvelle-Ecosse	n		
Northwest Territories	Miscellaneous known causes	Modified	Limited	2006	2006	Territoires du Nord-Ouest	n		
Northwest Territories	Miscellaneous known causes	Modified	Limited	2007	2007	Territoires du Nord-Ouest	n		
Northwest Territories	Miscellaneous known causes	Modified	Limited	2008	2008	Territoires du Nord-Ouest	n		
Northwest Territories	Miscellaneous known causes	Modified	Limited	2009	2009	Territoires du Nord-Ouest	n		
Northwest Territories	Miscellaneous known causes	Modified	Limited	2010	2010	Territoires du Nord-Ouest	n		
Northwest Territories	Miscellaneous known causes	Modified	Limited	2011	2011	Territoires du Nord-Ouest	n		
Northwest Territories	Miscellaneous known causes	Modified	Limited	2012	2012	Territoires du Nord-Ouest	n		
Northwest Territories	Miscellaneous known causes	Modified	Limited	2013	2013	Territoires du Nord-Ouest	n		
Northwest Territories	Miscellaneous known causes	Modified	Limited	2014	2014	Territoires du Nord-Ouest	n		
Northwest Territories	Miscellaneous known causes	Modified	Limited	2015	2015	Territoires du Nord-Ouest	n		
Northwest Territories	Miscellaneous known causes	Modified	Limited	2016	2016	Territoires du Nord-Ouest	n		
Northwest Territories	Miscellaneous known causes	Modified	Limited	2018	2018	Territoires du Nord-Ouest	n		
Ontario	Miscellaneous known causes	Modified	Limited	2019	2019	Ontario	n		
Prince Edward Island	Miscellaneous known causes	Modified	Limited	2006	2006	Ile-du-Prince-Edouard	n		
Prince Edward Island	Miscellaneous known causes	Modified	Limited	2007	2007	Ile-du-Prince-Edouard	n		
Prince Edward Island	Miscellaneous known causes	Modified	Limited	2008	2008	Ile-du-Prince-Edouard	n		
Prince Edward Island	Miscellaneous known causes	Modified	Limited	2009	2009	Ile-du-Prince-Edouard	n		
Prince Edward Island	Miscellaneous known causes	Modified	Limited	2010	2010	Ile-du-Prince-Edouard	n		
Prince Edward Island	Miscellaneous known causes	Modified	Limited	2011	2011	Ile-du-Prince-Edouard	n		
Prince Edward Island	Miscellaneous known causes	Modified	Limited	2012	2012	Ile-du-Prince-Edouard	n		
Prince Edward Island	Miscellaneous known causes	Modified	Limited	2013	2013	Ile-du-Prince-Edouard	n		
Prince Edward Island	Miscellaneous known causes	Modified	Limited	2014	2014	Ile-du-Prince-Edouard	n		
Prince Edward Island	Miscellaneous known causes	Modified	Limited	2015	2015	Ile-du-Prince-Edouard	n		
Prince Edward Island	Miscellaneous known causes	Modified	Limited	2016	2016	Ile-du-Prince-Edouard	n		
Prince Edward Island	Miscellaneous known causes	Modified	Limited	2017	2017	Ile-du-Prince-Edouard	n		
Prince Edward Island	Miscellaneous known causes	Modified	Limited	2018	2018	Ile-du-Prince-Edouard	n		
Prince Edward Island	Miscellaneous known causes	Modified	Limited	2019	2019	Ile-du-Prince-Edouard	n		
Quebec	Miscellaneous known causes	Modified	Limited	2018	2018	Quebec	n		
Quebec	Miscellaneous known causes	Modified	Limited	2019	2019	Quebec	n		
Saskatchewan	Miscellaneous known causes	Modified	Limited	2006	2006	Saskatchewan	n		
Saskatchewan	Miscellaneous known causes	Modified	Limited	2007	2007	Saskatchewan	n		
Saskatchewan	Miscellaneous known causes	Modified	Limited	2008	2008	Saskatchewan	n		
Saskatchewan	Miscellaneous known causes	Modified	Limited	2009	2009	Saskatchewan	n		
Saskatchewan	Miscellaneous known causes	Modified	Limited	2010	2010	Saskatchewan	n		
Saskatchewan	Miscellaneous known causes	Modified	Limited	2011	2011	Saskatchewan	n		
Saskatchewan	Miscellaneous known causes	Modified	Limited	2012	2012	Saskatchewan	n		
Saskatchewan	Miscellaneous known causes	Modified	Limited	2013	2013	Saskatchewan	n		
Saskatchewan	Miscellaneous known causes	Modified	Limited	2014	2014	Saskatchewan	n		
Saskatchewan	Miscellaneous known causes	Modified	Limited	2015	2015	Saskatchewan	n		
Saskatchewan	Miscellaneous known causes	Modified	Limited	2016	2016	Saskatchewan	n		
Saskatchewan	Miscellaneous known causes	Modified	Limited	2017	2017	Saskatchewan	n		
Saskatchewan	Miscellaneous known causes	Modified	Limited	2018	2018	Saskatchewan	n		
Saskatchewan	Miscellaneous known causes	Modified	Limited	2019	2019	Saskatchewan	n		
Yukon	Miscellaneous known causes	Modified	Limited	2019	2019	Yukon	n		
Ontario	Miscellaneous known causes	Modified	Limited	2010	2010	Ontario	s		
Ontario	Miscellaneous known causes	Modified	Limited	2018	2018	Ontario	s		
National parks	Miscellaneous known causes	Modified	Limited	2006	2006	Parcs nationaux	u		
National parks	Miscellaneous known causes	Modified	Limited	2007	2007	Parcs nationaux	u		
National parks	Miscellaneous known causes	Modified	Limited	2008	2008	Parcs nationaux	u		
National parks	Miscellaneous known causes	Modified	Limited	2009	2009	Parcs nationaux	u		
National parks	Miscellaneous known causes	Modified	Limited	2010	2010	Parcs nationaux	u		
National parks	Miscellaneous known causes	Modified	Limited	2011	2011	Parcs nationaux	u		
National parks	Miscellaneous known causes	Modified	Limited	2012	2012	Parcs nationaux	u		
National parks	Miscellaneous known causes	Modified	Limited	2013	2013	Parcs nationaux	u		
National parks	Miscellaneous known causes	Modified	Limited	2014	2014	Parcs nationaux	u		
National parks	Miscellaneous known causes	Modified	Limited	2015	2015	Parcs nationaux	u		
National parks	Miscellaneous known causes	Modified	Limited	2016	2016	Parcs nationaux	u		
National parks	Miscellaneous known causes	Modified	Limited	2017	2017	Parcs nationaux	u		
National parks	Miscellaneous known causes	Modified	Limited	2018	2018	Parcs nationaux	u		
National parks	Miscellaneous known causes	Modified	Limited	2019	2019	Parcs nationaux	u		
Ontario	Miscellaneous known causes	Modified	Limited	2011	2011	Ontario	u		
Ontario	Miscellaneous known causes	Modified	Limited	2013	2013	Ontario	u		
Ontario	Miscellaneous known causes	Modified	Limited	2014	2014	Ontario	u		
Ontario	Miscellaneous known causes	Modified	Limited	2016	2016	Ontario	u		
Yukon	Miscellaneous known causes	Modified	Limited	2018	2018	Yukon	u		
Manitoba	Other industry	Modified	Limited	2006	2006	Manitoba	a	0	
Manitoba	Other industry	Modified	Limited	2007	2007	Manitoba	a	0	
Manitoba	Other industry	Modified	Limited	2008	2008	Manitoba	a	0	
Manitoba	Other industry	Modified	Limited	2009	2009	Manitoba	a	0	
Manitoba	Other industry	Modified	Limited	2010	2010	Manitoba	a	0	
Manitoba	Other industry	Modified	Limited	2011	2011	Manitoba	a	0	
Manitoba	Other industry	Modified	Limited	2012	2012	Manitoba	a	0	
Manitoba	Other industry	Modified	Limited	2013	2013	Manitoba	a	0	
Manitoba	Other industry	Modified	Limited	2014	2014	Manitoba	a	0	
Manitoba	Other industry	Modified	Limited	2015	2015	Manitoba	a	0	
Manitoba	Other industry	Modified	Limited	2016	2016	Manitoba	a	0	
Manitoba	Other industry	Modified	Limited	2017	2017	Manitoba	a	0	
Manitoba	Other industry	Modified	Limited	2018	2018	Manitoba	a	0	
Newfoundland and Labrador	Other industry	Modified	Limited	2006	2006	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Other industry	Modified	Limited	2007	2007	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Other industry	Modified	Limited	2008	2008	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Other industry	Modified	Limited	2009	2009	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Other industry	Modified	Limited	2010	2010	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Other industry	Modified	Limited	2011	2011	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Other industry	Modified	Limited	2012	2012	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Other industry	Modified	Limited	2013	2013	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Other industry	Modified	Limited	2014	2014	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Other industry	Modified	Limited	2015	2015	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Other industry	Modified	Limited	2016	2016	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Other industry	Modified	Limited	2017	2017	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Other industry	Modified	Limited	2018	2018	Terre-Neuve-et-Labrador	a	0	
Northwest Territories	Other industry	Modified	Limited	2017	2017	Territoires du Nord-Ouest	a	0	
Northwest Territories	Other industry	Modified	Limited	2019	2019	Territoires du Nord-Ouest	a	0	
Ontario	Other industry	Modified	Limited	2006	2006	Ontario	a	0	
Ontario	Other industry	Modified	Limited	2007	2007	Ontario	a	0	
Ontario	Other industry	Modified	Limited	2008	2008	Ontario	a	0	
Ontario	Other industry	Modified	Limited	2009	2009	Ontario	a	0	
Ontario	Other industry	Modified	Limited	2010	2010	Ontario	a	0	
Ontario	Other industry	Modified	Limited	2012	2012	Ontario	a	0	
Ontario	Other industry	Modified	Limited	2013	2013	Ontario	a	207	207
Ontario	Other industry	Modified	Limited	2017	2017	Ontario	a	0	
Ontario	Other industry	Modified	Limited	2018	2018	Ontario	a	0	
Quebec	Other industry	Modified	Limited	2006	2006	Quebec	a	0	
Quebec	Other industry	Modified	Limited	2007	2007	Quebec	a	0	
Quebec	Other industry	Modified	Limited	2008	2008	Quebec	a	0	
Quebec	Other industry	Modified	Limited	2009	2009	Quebec	a	0	
